gmina,powiat,wojewodztwo,teryt_gmi,pop_risk_total,pop_ge65,pop_outside_ge65,outside_share,risk_class_max,priority_score_v12,rank,new_large_siren_gap_count,gap_count_not_priced_as_integration,estimated_new_siren_gap_cost_pln,new_siren_cost_per_pop_outside_ge65_pln
Brzozie,brodnicki,KUJAWSKO-POMORSKIE,0402042,1.0,0.0,1.0,1.0,niskie ryzyko,36.5,1223,0,1,0,0.0
Tuchomie,bytowski,POMORSKIE,2201102,11.501914571120215,10.501914571120215,1.0,0.0869420472406278,niskie ryzyko,18.38,1520,0,1,0,0.0
Wąpielsk,rypiński,KUJAWSKO-POMORSKIE,0412062,1.0,0.0,1.0,1.0,niskie ryzyko,36.38,1228,0,1,0,0.0
Grudusk,ciechanowski,MAZOWIECKIE,1402052,1.0,0.0,1.0,1.0,niskie ryzyko,36.5,1224,0,1,0,0.0
Międzybórz,oleśnicki,DOLNOŚLĄSKIE,0214053,0.9991531265089088,0.0,0.9991531265089088,1.0,niskie ryzyko,36.34,1230,0,0,0,0.0
Lubanie,włocławski,KUJAWSKO-POMORSKIE,0418102,4.980100896860987,4.0,0.9801008968609864,0.1968034216894591,niskie ryzyko,20.23,1512,0,0,0,0.0
Sieroszewice,ostrowski,WIELKOPOLSKIE,3017072,11.2085505647532,10.248549237925468,0.9600013268277312,0.0856490160152004,wysokie ryzyko,30.45,1335,0,0,0,0.0
Pawłowice,pszczyński,ŚLĄSKIE,2410042,14.693199509012096,13.735194319163442,0.9580051898486532,0.0652005840702741,wysokie ryzyko,30.32,1337,0,1,0,0.0
Rzepiennik Strzyżewski,tarnowski,MAŁOPOLSKIE,1216072,24.23328089348513,23.309223570989865,0.9240573224952646,0.038131746442294,niskie ryzyko,16.89,1529,0,0,0,0.0
Nowa Słupia,kielecki,ŚWIĘTOKRZYSKIE,2604133,56.78093228697072,55.863015570722055,0.9179167162486612,0.0161659324579158,wysokie ryzyko,28.94,1353,0,0,0,0.0
Brańsk,bielski,PODLASKIE,2003021,43.85184859274876,42.95165059548723,0.9001979972615304,0.020528165314572,wysokie ryzyko,28.97,1352,0,0,0,0.0
Żegocina,bocheński,MAŁOPOLSKIE,1201092,42.8821281838063,42.00201930877683,0.8801088750294692,0.0205239084976623,wysokie ryzyko,28.91,1354,0,0,0,0.0
Radłów,oleski,OPOLSKIE,1608052,3.8598270079235384,3.0,0.8598270079235386,0.222763094345541,niskie ryzyko,20.4,1510,0,0,0,0.0
Wielgomłyny,radomszczański,ŁÓDZKIE,1012132,3.210263460402446,2.356404909186942,0.8538585512155032,0.265977718572812,niskie ryzyko,21.24,1508,0,0,0,0.0
Wągrowiec,wągrowiecki,WIELKOPOLSKIE,3028011,65.46169192986027,64.62625290250533,0.8354390273549344,0.0127622583945748,niskie ryzyko,16.12,1530,0,0,0,0.0
Przystajń,kłobucki,ŚLĄSKIE,2406082,85.28642692635414,84.4610325088784,0.8253944174757282,0.0096779106268394,wysokie ryzyko,28.53,1357,0,0,0,0.0
Kije,pińczowski,ŚWIĘTOKRZYSKIE,2608022,78.93944788890494,78.13255993907063,0.8068879498342951,0.010221606198334,wysokie ryzyko,28.49,1358,0,0,0,0.0
Staroźreby,płocki,MAZOWIECKIE,1419143,13.278144624634916,12.473737600158048,0.8044070244768691,0.0605812820402975,niskie ryzyko,16.99,1526,0,0,0,0.0
Zakrzew,lubelski,LUBELSKIE,0609162,0.8430322353930912,0.0430322353930911,0.8,0.9489554093112156,wysokie ryzyko,47.24,904,0,0,0,0.0
Osie,świecki,KUJAWSKO-POMORSKIE,0414072,0.798587517399288,0.0,0.798587517399288,1.0,niskie ryzyko,35.76,1241,0,0,0,0.0
Stara Kiszewa,kościerski,POMORSKIE,2206082,0.7946130481404925,0.0,0.7946130481404925,1.0,niskie ryzyko,35.74,1242,0,0,0,0.0
Ładzice,radomszczański,ŁÓDZKIE,1012092,8.267835753056037,7.510781031210663,0.7570547218453737,0.0915662507646628,niskie ryzyko,17.46,1524,0,0,0,0.0
Hel,pucki,POMORSKIE,2211011,2131.459061225617,2130.72476806278,0.7342931628367856,0.0003445025880133,wysokie ryzyko,28.06,1362,0,0,0,0.0
Grójec,grójecki,MAZOWIECKIE,1406053,5.52986191780969,4.800859861578862,0.729002056230829,0.1318300650298295,wysokie ryzyko,30.67,1333,0,0,0,0.0
Krypno,moniecki,PODLASKIE,2008052,2.2031776753200156,1.475429215185577,0.7277484601344385,0.3303176445035155,niskie ryzyko,22.14,1506,0,0,0,0.0
Ciasna,lubliniecki,ŚLĄSKIE,2407032,4.786352213625959,4.076245403518791,0.7101068101071677,0.1483607512388265,niskie ryzyko,18.44,1519,0,0,0,0.0
Halinów,miński,MAZOWIECKIE,1412073,21.0941669521086,20.396453481516332,0.6977134705922666,0.0330761329507028,niskie ryzyko,16.1,1531,0,0,0,0.0
Iwkowa,brzeski,MAŁOPOLSKIE,1202062,0.6955653125952346,0.0,0.6955653125952346,1.0,niskie ryzyko,35.43,1250,0,0,0,0.0
Węgorzewo,węgorzewski,WARMIŃSKO-MAZURSKIE,2819033,0.6823879915043503,0.0,0.6823879915043503,1.0,niskie ryzyko,35.39,1252,0,0,0,0.0
Trawniki,świdnicki,LUBELSKIE,0617052,194.98621905787863,194.3108394661698,0.675379591708887,0.0034637298726655,wysokie ryzyko,27.93,1365,0,0,0,0.0
Kolbudy,gdański,POMORSKIE,2204032,5.997483972780584,5.349351165595066,0.648132807185518,0.108067451305756,niskie ryzyko,17.43,1525,0,0,0,0.0
Bolesławiec,wieruszowski,ŁÓDZKIE,1018013,1.547703268718291,0.920690569276784,0.627012699441507,0.4051246205357948,niskie ryzyko,23.3,1500,0,0,0,0.0
Golczewo,kamieński,ZACHODNIOPOMORSKIE,3207023,28.18760698569662,27.580370633257623,0.607236352438993,0.0215426713146357,wysokie ryzyko,28.06,1363,0,0,0,0.0
Rydułtowy,wodzisławski,ŚLĄSKIE,2415031,1.513155337207003,0.919905280793264,0.593250056413739,0.3920615695073089,niskie ryzyko,22.93,1504,0,0,0,0.0
Lutomiersk,pabianicki,ŁÓDZKIE,1008063,16.468190370768276,15.875760227355125,0.592430143413152,0.0359742102851045,wysokie ryzyko,28.3,1361,0,0,0,0.0
Skępe,lipnowski,KUJAWSKO-POMORSKIE,0408073,14.04860370929586,13.477175137867288,0.5714285714285714,0.0406751149974044,niskie ryzyko,15.82,1532,0,0,0,0.0
Parczew,parczewski,LUBELSKIE,0613043,57.003311564359514,56.4353015309707,0.5680100333888138,0.0099645093907834,wysokie ryzyko,27.69,1371,0,0,0,0.0
Czeremcha,hajnowski,PODLASKIE,2005032,5.648053822631185,5.085519918815637,0.5625339038155488,0.0995978298863817,niskie ryzyko,16.97,1527,0,0,0,0.0
Olszanka,brzeski,OPOLSKIE,1601062,97.46540532915112,96.9035600628369,0.5618452663142082,0.0057645609169406,wysokie ryzyko,27.59,1372,0,0,0,0.0
Sońsk,ciechanowski,MAZOWIECKIE,1402092,0.5438759509843778,0.0,0.5438759509843778,1.0,niskie ryzyko,34.91,1261,0,0,0,0.0
Żółkiewka,krasnostawski,LUBELSKIE,0606112,18.786246938069254,18.24814181341013,0.5381051246591283,0.0286435670963469,niskie ryzyko,15.46,1535,0,0,0,0.0
Stryków,zgierski,ŁÓDZKIE,1020083,3.0531823920205463,2.5248805052280936,0.5283018867924528,0.1730331892955897,niskie ryzyko,18.31,1521,0,0,0,0.0
Brzeziny,kaliski,WIELKOPOLSKIE,3007022,1.6955863534805395,1.181401652039236,0.5141847014413036,0.3032489028859154,niskie ryzyko,20.87,1509,0,0,0,0.0
Kurów,puławski,LUBELSKIE,0614063,19.83361597805938,19.331103020538905,0.5025129575204781,0.0253364267048618,wysokie ryzyko,27.77,1367,0,0,0,0.0
Osieck,otwocki,MAZOWIECKIE,1417063,0.4978007491203529,0.0,0.4978007491203529,1.0,wysokie ryzyko,47.24,905,0,0,0,0.0
Zabłudów,białostocki,PODLASKIE,2002143,0.8894766256576804,0.3939589831605885,0.4955176424970918,0.5570889984103914,niskie ryzyko,25.87,1384,0,0,0,0.0
Zwierzyniec,zamojski,LUBELSKIE,0620153,42.88659800893564,42.39161151333903,0.4949864955966137,0.0115417524023118,wysokie ryzyko,27.46,1373,0,0,0,0.0
Supraśl,białostocki,PODLASKIE,2002093,4.38061902096869,3.8887888124133463,0.4918302085553436,0.1122741343634546,niskie ryzyko,16.96,1528,0,0,0,0.0
Dobryszyce,radomszczański,ŁÓDZKIE,1012022,0.4843372784549256,0.0,0.4843372784549256,1.0,niskie ryzyko,34.69,1263,0,0,0,0.0
Sterdyń,sokołowski,MAZOWIECKIE,1429092,176.96649527168833,176.48222690678818,0.4842683649001543,0.0027364974604751,wysokie ryzyko,27.25,1375,0,0,0,0.0
Stary Dzików,lubaczowski,PODKARPACKIE,1809072,8.39736627360918,7.965412086932009,0.4319541866771706,0.0514392456638094,niskie ryzyko,15.52,1534,0,0,0,0.0
Kiszkowo,gnieźnieński,WIELKOPOLSKIE,3003042,7.970228899509155,7.538855224426848,0.4313736750823066,0.054123122500142,niskie ryzyko,15.57,1533,0,0,0,0.0
Ełk,ełcki,WARMIŃSKO-MAZURSKIE,2805011,46.9285601740673,46.51863079954542,0.4099293745218789,0.0087351790253391,niskie ryzyko,14.58,1538,0,0,0,0.0
Kleszczele,hajnowski,PODLASKIE,2005073,10.019690548592578,9.611571531413034,0.4081190171795429,0.0407316987685682,wysokie ryzyko,27.71,1369,0,0,0,0.0
Jaświły,moniecki,PODLASKIE,2008032,9.45704793921077,9.055588123620405,0.4014598155903672,0.0424508597366664,niskie ryzyko,15.22,1536,0,0,0,0.0
Krempna,jasielski,PODKARPACKIE,1805062,11.66515045797486,11.289284390997146,0.3758660669777132,0.032221278956651,niskie ryzyko,14.91,1537,0,0,0,0.0
Rybno,działdowski,WARMIŃSKO-MAZURSKIE,2803062,2.051781305530673,1.6878495553382953,0.3639317501923774,0.1773735578988766,niskie ryzyko,17.77,1523,0,0,0,0.0
Chodecz,włocławski,KUJAWSKO-POMORSKIE,0418063,0.3608436437082976,0.0,0.3608436437082976,1.0,niskie ryzyko,34.21,1276,0,0,0,0.0
Kańczuga,przeworski,PODKARPACKIE,1814053,23.740615753219448,23.383893393348178,0.3567223598712747,0.0150258259338913,niskie ryzyko,14.49,1539,0,0,0,0.0
Złotniki Kujawskie,inowrocławski,KUJAWSKO-POMORSKIE,0407092,0.3551093708599523,0.0,0.3551093708599523,1.0,niskie ryzyko,34.19,1277,0,0,0,0.0
Stara Dąbrowa,stargardzki,ZACHODNIOPOMORSKIE,3214092,0.3420481305224024,0.0,0.3420481305224024,1.0,niskie ryzyko,34.13,1280,0,0,0,0.0
Koszęcin,lubliniecki,ŚLĄSKIE,2407062,0.3128938492943995,0.0,0.3128938492943995,1.0,niskie ryzyko,34.01,1284,0,0,0,0.0
Połczyn-Zdrój,świdwiński,ZACHODNIOPOMORSKIE,3216033,0.2685286645799448,0.0,0.2685286645799448,1.0,niskie ryzyko,33.82,1288,0,0,0,0.0
Świdwin,świdwiński,ZACHODNIOPOMORSKIE,3216062,0.2389367659357841,0.0,0.2389367659357841,1.0,niskie ryzyko,33.69,1289,0,0,0,0.0
Drawno,choszczeński,ZACHODNIOPOMORSKIE,3202033,27.6801223034626,27.44327992581529,0.2368423776473092,0.0085564064728746,niskie ryzyko,13.85,1542,0,0,0,0.0
Rewal,gryficki,ZACHODNIOPOMORSKIE,3205072,4.472025132007785,4.269910702223811,0.2021144297839737,0.0451952803971008,niskie ryzyko,14.43,1540,0,0,0,0.0
Ciepielów,lipski,MAZOWIECKIE,1409023,0.2,0.0,0.2,1.0,niskie ryzyko,33.51,1292,0,0,0,0.0
Wyryki,włodawski,LUBELSKIE,0619082,0.1926617987210304,0.0,0.1926617987210304,1.0,niskie ryzyko,33.48,1293,0,0,0,0.0
Dziemiany,kościerski,POMORSKIE,2206022,0.1771474709040574,0.0,0.1771474709040574,1.0,niskie ryzyko,33.4,1295,0,0,0,0.0
Niedrzwica Duża,lubelski,LUBELSKIE,0609102,0.1558750336100321,0.0,0.1558750336100321,1.0,niskie ryzyko,33.3,1296,0,0,0,0.0
Iłża,radomski,MAZOWIECKIE,1425033,3.385218402321501,3.2305138309112436,0.1547045714102574,0.0457000267114715,niskie ryzyko,14.21,1541,0,0,0,0.0
Mysłowice,Mysłowice,ŚLĄSKIE,2470011,348.0774505364843,347.93202892777896,0.1454216087053755,0.0004177852040723,wysokie ryzyko,25.76,1385,0,0,0,0.0
Radziejowice,żyrardowski,MAZOWIECKIE,1438042,7.027688257288978,6.889704824877509,0.1379834324114698,0.0196342562959243,wysokie ryzyko,26.11,1381,0,0,0,0.0
Lubawa,iławski,WARMIŃSKO-MAZURSKIE,2807052,0.135884660416542,0.0,0.135884660416542,1.0,niskie ryzyko,33.21,1298,0,0,0,0.0
Filipów,suwalski,PODLASKIE,2012022,0.1206692922293501,0.0,0.1206692922293501,1.0,niskie ryzyko,33.13,1301,0,0,0,0.0
Kruszyna,częstochowski,ŚLĄSKIE,2404082,49.38273840084946,49.27223030054346,0.110508100306002,0.0022377880183351,wysokie ryzyko,25.63,1386,0,0,0,0.0
Hańsk,włodawski,LUBELSKIE,0619032,0.0835736301737655,0.0,0.0835736301737655,1.0,niskie ryzyko,32.95,1308,0,0,0,0.0
Olesno,oleski,OPOLSKIE,1608033,36.89401426042658,36.82352518370322,0.0704890767233622,0.0019105830074709,wysokie ryzyko,25.42,1391,0,0,0,0.0
Wągrowiec,wągrowiecki,WIELKOPOLSKIE,3028072,0.1276483970220904,0.0583733736085402,0.0692750234135502,0.5427018672358391,niskie ryzyko,23.73,1498,0,0,0,0.0
Dąbrówno,ostródzki,WARMIŃSKO-MAZURSKIE,2815022,0.0573691538680865,0.0,0.0573691538680865,1.0,niskie ryzyko,32.81,1310,0,0,0,0.0
Łaskarzew,garwoliński,MAZOWIECKIE,1403021,27.432392729840636,27.383382444437736,0.0490102854029017,0.0017865844181207,niskie ryzyko,12.8,1543,0,0,0,0.0
Bytoń,radziejowski,KUJAWSKO-POMORSKIE,0411022,1.155127761025935,1.137062875421838,0.0180648856040968,0.0156388636942223,wysokie ryzyko,25.41,1392,0,0,0,0.0
Grabów nad Prosną,ostrzeszowski,WIELKOPOLSKIE,3018033,65.60283168715246,65.58613735985672,0.0166943272957454,0.0002544757118924,wysokie ryzyko,25.1,1394,0,0,0,0.0
Jeleniewo,suwalski,PODLASKIE,2012032,0.0158885612207492,0.0,0.0158885612207492,1.0,niskie ryzyko,32.59,1313,0,0,0,0.0
Trzebinia,chrzanowski,MAŁOPOLSKIE,1203053,198.01837769072856,198.0060663669447,0.0123113237838366,6.217263229509374e-05,wysokie ryzyko,25.07,1396,0,0,0,0.0
Wolsztyn,wolsztyński,WIELKOPOLSKIE,3029033,42.353271158992015,42.34135169880139,0.0119194601906326,0.0002814295062567,wysokie ryzyko,25.07,1397,0,0,0,0.0
Drużbice,bełchatowski,ŁÓDZKIE,1001032,8.770019604739606,8.770019604739606,0.0,0.0,niskie ryzyko,12.5,1574,0,0,0,0.0
Niegosławice,żagański,LUBUSKIE,0810062,0.3557618964931353,0.3557618964931353,0.0,0.0,niskie ryzyko,12.5,1573,0,0,0,0.0
Chełm,Chełm,LUBELSKIE,0662011,11.14964463154393,11.14964463154393,0.0,0.0,niskie ryzyko,12.5,1572,0,0,0,0.0
Bolesław,olkuski,MAŁOPOLSKIE,1212032,28.55848920407192,28.55848920407192,0.0,0.0,niskie ryzyko,12.5,1603,0,0,0,0.0
Wieruszów,wieruszowski,ŁÓDZKIE,1018073,13.076066149603706,13.076066149603706,0.0,0.0,niskie ryzyko,12.5,1595,0,0,0,0.0
Zduńska Wola,zduńskowolski,ŁÓDZKIE,1019011,10.917295166433725,10.917295166433725,0.0,0.0,niskie ryzyko,12.5,1596,0,0,0,0.0
Głowno,zgierski,ŁÓDZKIE,1020011,9.329895579711245,9.329895579711245,0.0,0.0,niskie ryzyko,12.5,1597,0,0,0,0.0
Moszczenica,gorlicki,MAŁOPOLSKIE,1205072,9.788965626211468,9.788965626211468,0.0,0.0,niskie ryzyko,12.5,1598,0,0,0,0.0
Ropa,gorlicki,MAŁOPOLSKIE,1205082,11.844731091296564,11.844731091296564,0.0,0.0,niskie ryzyko,12.5,1599,0,0,0,0.0
Świątniki Górne,krakowski,MAŁOPOLSKIE,1206143,2.888827320268247,2.888827320268247,0.0,0.0,niskie ryzyko,12.5,1600,0,0,0,0.0
Limanowa,limanowski,MAŁOPOLSKIE,1207011,176.57482197650918,176.57482197650918,0.0,0.0,niskie ryzyko,12.5,1601,0,0,0,0.0
Krzyżanów,kutnowski,ŁÓDZKIE,1002052,2.0,2.0,0.0,0.0,niskie ryzyko,12.5,1575,0,0,0,0.0
Kutno,kutnowski,ŁÓDZKIE,1002062,3.4285714285714284,3.4285714285714284,0.0,0.0,niskie ryzyko,12.5,1576,0,0,0,0.0
Rzgów,łódzki wschodni,ŁÓDZKIE,1006103,4.32158034632221,4.32158034632221,0.0,0.0,niskie ryzyko,12.5,1577,0,0,0,0.0
Rawa Mazowiecka,rawski,ŁÓDZKIE,1013011,2.3262195814917965,2.3262195814917965,0.0,0.0,niskie ryzyko,12.5,1587,0,0,0,0.0
Żelechlinek,tomaszowski,ŁÓDZKIE,1016112,1.0,1.0,0.0,0.0,niskie ryzyko,12.5,1594,0,0,0,0.0
Rokiciny,tomaszowski,ŁÓDZKIE,1016072,4.0,4.0,0.0,0.0,niskie ryzyko,12.5,1593,0,0,0,0.0
Będków,tomaszowski,ŁÓDZKIE,1016022,10.156833845555768,10.156833845555768,0.0,0.0,niskie ryzyko,12.5,1592,0,0,0,0.0
Głuchów,skierniewicki,ŁÓDZKIE,1015022,0.6427042136848687,0.6427042136848687,0.0,0.0,niskie ryzyko,12.5,1591,0,0,0,0.0
Złoczew,sieradzki,ŁÓDZKIE,1014113,3.7894296551733793,3.7894296551733793,0.0,0.0,niskie ryzyko,12.5,1590,0,0,0,0.0
Goszczanów,sieradzki,ŁÓDZKIE,1014062,13.181827545487677,13.181827545487677,0.0,0.0,niskie ryzyko,12.5,1589,0,0,0,0.0
Błaszki,sieradzki,ŁÓDZKIE,1014023,18.661276359228367,18.661276359228367,0.0,0.0,niskie ryzyko,12.5,1588,0,0,0,0.0
Masłowice,radomszczański,ŁÓDZKIE,1012102,6.376796431983121,6.376796431983121,0.0,0.0,niskie ryzyko,12.5,1586,0,0,0,0.0
Białaczów,opoczyński,ŁÓDZKIE,1007013,15.610953237320954,15.610953237320954,0.0,0.0,niskie ryzyko,12.5,1578,0,0,0,0.0
Radomsko,radomszczański,ŁÓDZKIE,1012011,16.415569801373678,16.415569801373678,0.0,0.0,niskie ryzyko,12.5,1585,0,0,0,0.0
Wartkowice,poddębicki,ŁÓDZKIE,1011052,3.8401707451046416,3.8401707451046416,0.0,0.0,niskie ryzyko,12.5,1584,0,0,0,0.0
Dalików,poddębicki,ŁÓDZKIE,1011012,0.8296746373970992,0.8296746373970992,0.0,0.0,niskie ryzyko,12.5,1583,0,0,0,0.0
Wolbórz,piotrkowski,ŁÓDZKIE,1010113,7.271448148396461,7.271448148396461,0.0,0.0,niskie ryzyko,12.5,1582,0,0,0,0.0
Łęki Szlacheckie,piotrkowski,ŁÓDZKIE,1010052,1.4548898031233986,1.4548898031233986,0.0,0.0,niskie ryzyko,12.5,1581,0,0,0,0.0
Dobroń,pabianicki,ŁÓDZKIE,1008042,1.4598427972434485,1.4598427972434485,0.0,0.0,niskie ryzyko,12.5,1580,0,0,0,0.0
Paradyż,opoczyński,ŁÓDZKIE,1007052,1.247150960016025,1.247150960016025,0.0,0.0,niskie ryzyko,12.5,1579,0,0,0,0.0
Jodłownik,limanowski,MAŁOPOLSKIE,1207042,12.650082742992508,12.650082742992508,0.0,0.0,niskie ryzyko,12.5,1602,0,0,0,0.0
Ostrów Wielkopolski,ostrowski,WIELKOPOLSKIE,3017042,4.580152733409407,4.580152733409407,0.0,0.0,niskie ryzyko,12.5,1669,0,0,0,0.0
Wolbrom,olkuski,MAŁOPOLSKIE,1212073,45.97835172490121,45.97835172490121,0.0,0.0,niskie ryzyko,12.5,1604,0,0,0,0.0
Małdyty,ostródzki,WARMIŃSKO-MAZURSKIE,2815052,4.666666666666667,4.666666666666667,0.0,0.0,niskie ryzyko,12.5,1658,0,0,0,0.0
Blizanów,kaliski,WIELKOPOLSKIE,3007012,3.288722263353407,3.288722263353407,0.0,0.0,niskie ryzyko,12.5,1666,0,0,0,0.0
Jaraczewo,jarociński,WIELKOPOLSKIE,3006013,3.328770612607532,3.328770612607532,0.0,0.0,niskie ryzyko,12.5,1665,0,0,0,0.0
Gostyń,gostyński,WIELKOPOLSKIE,3004023,20.326303276392053,20.326303276392053,0.0,0.0,niskie ryzyko,12.5,1664,0,0,0,0.0
Mieleszyn,gnieźnieński,WIELKOPOLSKIE,3003072,2.1253288725041775,2.1253288725041775,0.0,0.0,niskie ryzyko,12.5,1663,0,0,0,0.0
Kłecko,gnieźnieński,WIELKOPOLSKIE,3003053,46.89150388979483,46.89150388979483,0.0,0.0,niskie ryzyko,12.5,1662,0,0,0,0.0
Chodzież,chodzieski,WIELKOPOLSKIE,3001032,3.679853351030132,3.679853351030132,0.0,0.0,niskie ryzyko,12.5,1661,0,0,0,0.0
Olsztyn,Olsztyn,WARMIŃSKO-MAZURSKIE,2862011,8.935262778542455,8.935262778542455,0.0,0.0,niskie ryzyko,12.5,1660,0,0,0,0.0
Wielbark,szczycieński,WARMIŃSKO-MAZURSKIE,2817083,9.071429819365417,9.071429819365417,0.0,0.0,niskie ryzyko,12.5,1659,0,0,0,0.0
Kurzętnik,nowomiejski,WARMIŃSKO-MAZURSKIE,2812042,29.691850938538973,29.691850938538973,0.0,0.0,niskie ryzyko,12.5,1657,0,0,0,0.0
Irządze,zawierciański,ŚLĄSKIE,2416032,1.469852754780739,1.469852754780739,0.0,0.0,niskie ryzyko,12.5,1647,0,0,0,0.0
Janowo,nidzicki,WARMIŃSKO-MAZURSKIE,2811022,20.38653552615895,20.38653552615895,0.0,0.0,niskie ryzyko,12.5,1656,0,0,0,0.0
Działdowo,działdowski,WARMIŃSKO-MAZURSKIE,2803011,26.205718063678415,26.205718063678415,0.0,0.0,niskie ryzyko,12.5,1655,0,0,0,0.0
Braniewo,braniewski,WARMIŃSKO-MAZURSKIE,2802011,6.150245444733084,6.150245444733084,0.0,0.0,niskie ryzyko,12.5,1654,0,0,0,0.0
Złota,pińczowski,ŚWIĘTOKRZYSKIE,2608052,11.32049197796796,11.32049197796796,0.0,0.0,niskie ryzyko,12.5,1653,0,0,0,0.0
Gowarczów,konecki,ŚWIĘTOKRZYSKIE,2605023,15.32231486341401,15.32231486341401,0.0,0.0,niskie ryzyko,12.5,1652,0,0,0,0.0
Słupia,jędrzejowski,ŚWIĘTOKRZYSKIE,2602072,7.865324268636008,7.865324268636008,0.0,0.0,niskie ryzyko,12.5,1651,0,0,0,0.0
Żory,Żory,ŚLĄSKIE,2479011,2.840432547060755,2.840432547060755,0.0,0.0,niskie ryzyko,12.5,1650,0,0,0,0.0
Tychy,Tychy,ŚLĄSKIE,2477011,109.77330170885732,109.77330170885732,0.0,0.0,niskie ryzyko,12.5,1649,0,0,0,0.0
Żelazków,kaliski,WIELKOPOLSKIE,3007112,2.363636363636364,2.363636363636364,0.0,0.0,niskie ryzyko,12.5,1667,0,0,0,0.0
Kobylin,krotoszyński,WIELKOPOLSKIE,3012023,1.9057561060234125,1.9057561060234125,0.0,0.0,niskie ryzyko,12.5,1668,0,0,0,0.0
Radecznica,zamojski,LUBELSKIE,0620082,9.89278107113695,9.89278107113695,0.0,0.0,niskie ryzyko,12.5,1570,0,0,0,0.0
Przygodzice,ostrowski,WIELKOPOLSKIE,3017052,1.3333333333333333,1.3333333333333333,0.0,0.0,niskie ryzyko,12.5,1670,0,0,0,0.0
Szczecinek,szczecinecki,ZACHODNIOPOMORSKIE,3215011,0.577401174151372,0.577401174151372,0.0,0.0,niskie ryzyko,12.5,1687,0,0,0,0.0
Warnice,pyrzycki,ZACHODNIOPOMORSKIE,3212062,0.186723257173355,0.186723257173355,0.0,0.0,niskie ryzyko,12.5,1686,0,0,0,0.0
Ustronie Morskie,kołobrzeski,ZACHODNIOPOMORSKIE,3208072,28.513004111142383,28.513004111142383,0.0,0.0,niskie ryzyko,12.5,1685,0,0,0,0.0
Trzcińsko-Zdrój,gryfiński,ZACHODNIOPOMORSKIE,3206083,21.959215011943908,21.959215011943908,0.0,0.0,niskie ryzyko,12.5,1684,0,0,0,0.0
Stare Czarnowo,gryfiński,ZACHODNIOPOMORSKIE,3206072,0.0,0.0,0.0,0.0,niskie ryzyko,12.5,1683,0,0,0,0.0
Płoty,gryficki,ZACHODNIOPOMORSKIE,3205043,11.31824396296384,11.31824396296384,0.0,0.0,niskie ryzyko,12.5,1682,0,0,0,0.0
Krzęcin,choszczeński,ZACHODNIOPOMORSKIE,3202042,18.123042181704587,18.123042181704587,0.0,0.0,niskie ryzyko,12.5,1681,0,0,0,0.0
Przemęt,wolsztyński,WIELKOPOLSKIE,3029012,18.713023921337033,18.713023921337033,0.0,0.0,niskie ryzyko,12.5,1680,0,0,0,0.0
Słupca,słupecki,WIELKOPOLSKIE,3023062,36.60768376746568,36.60768376746568,0.0,0.0,niskie ryzyko,12.5,1679,0,0,0,0.0
Pakosław,rawicki,WIELKOPOLSKIE,3022042,47.12818698117545,47.12818698117545,0.0,0.0,niskie ryzyko,12.5,1678,0,0,0,0.0
Jutrosin,rawicki,WIELKOPOLSKIE,3022023,10.164330721021912,10.164330721021912,0.0,0.0,niskie ryzyko,12.5,1677,0,0,0,0.0
Suchy Las,poznański,WIELKOPOLSKIE,3021152,1.0,1.0,0.0,0.0,niskie ryzyko,12.5,1676,0,0,0,0.0
Dopiewo,poznański,WIELKOPOLSKIE,3021052,14.442479650547051,14.442479650547051,0.0,0.0,niskie ryzyko,12.5,1675,0,0,0,0.0
Pleszew,pleszewski,WIELKOPOLSKIE,3020063,2.990289529349998,2.990289529349998,0.0,0.0,niskie ryzyko,12.5,1674,0,0,0,0.0
Dobrzyca,pleszewski,WIELKOPOLSKIE,3020033,0.0,0.0,0.0,0.0,niskie ryzyko,12.5,1673,0,0,0,0.0
Czermin,pleszewski,WIELKOPOLSKIE,3020022,88.81084270493494,88.81084270493494,0.0,0.0,niskie ryzyko,12.5,1672,0,0,0,0.0
Doruchów,ostrzeszowski,WIELKOPOLSKIE,3018022,0.9232306738716698,0.9232306738716698,0.0,0.0,niskie ryzyko,12.5,1671,0,0,0,0.0
Kroczyce,zawierciański,ŚLĄSKIE,2416042,6.142840068185351,6.142840068185351,0.0,0.0,niskie ryzyko,12.5,1648,0,0,0,0.0
Pietrowice Wielkie,raciborski,ŚLĄSKIE,2411072,37.90110801936682,37.90110801936682,0.0,0.0,niskie ryzyko,12.5,1646,0,0,0,0.0
Proszowice,proszowicki,MAŁOPOLSKIE,1214053,13.55722869629986,13.55722869629986,0.0,0.0,niskie ryzyko,12.5,1605,0,0,0,0.0
Raciąż,płoński,MAZOWIECKIE,1420102,7.488973028660036,7.488973028660036,0.0,0.0,niskie ryzyko,12.5,1615,0,0,0,0.0
Sędziszów Małopolski,ropczycko-sędziszowski,PODKARPACKIE,1815043,0.1936398375065855,0.1936398375065855,0.0,0.0,niskie ryzyko,12.5,1623,0,0,0,0.0
Jawornik Polski,przeworski,PODKARPACKIE,1814043,3.027857785730837,3.027857785730837,0.0,0.0,niskie ryzyko,12.5,1622,0,0,0,0.0
Wielkie Oczy,lubaczowski,PODKARPACKIE,1809082,7.739541007588919,7.739541007588919,0.0,0.0,niskie ryzyko,12.5,1621,0,0,0,0.0
