wojewodztwo,powiat,gmina,wojewodztwo_key,powiat_key,gmina_key,siren_records_without_gsm,unique_sites_without_gsm,integration_cost_records_pln,integration_cost_unique_sites_pln
MAZOWIECKIE,siedlecki,Zbuczyn,mazowieckie,siedlecki,zbuczyn,9,8,45000,40000
MAZOWIECKIE,sokołowski,Sabnie,mazowieckie,sokolowski,sabnie,9,8,45000,40000
MAZOWIECKIE,warszawski zachodni,Ożarów Mazowiecki,mazowieckie,warszawski_zachodni,ozarow_mazowiecki,9,9,45000,45000
MAZOWIECKIE,zwoleński,Przyłęk,mazowieckie,zwolenski,przylek,9,9,45000,45000
MAZOWIECKIE,łosicki,Olszanka,mazowieckie,losicki,olszanka,9,9,45000,45000
MAZOWIECKIE,żyrardowski,Wiskitki,mazowieckie,zyrardowski,wiskitki,9,9,45000,45000
MAŁOPOLSKIE,bocheński,Drwinia,malopolskie,bochenski,drwinia,9,9,45000,45000
MAŁOPOLSKIE,krakowski,Igołomia-Wawrzeńczyce,malopolskie,krakowski,igolomia_wawrzenczyce,9,9,45000,45000
MAŁOPOLSKIE,krakowski,Zielonki,malopolskie,krakowski,zielonki,9,9,45000,45000
MAŁOPOLSKIE,miechowski,Charsznica,malopolskie,miechowski,charsznica,9,9,45000,45000
MAŁOPOLSKIE,nowotarski,Łapsze Niżne,malopolskie,nowotarski,lapsze_nizne,9,9,45000,45000
MAŁOPOLSKIE,proszowicki,Radziemice,malopolskie,proszowicki,radziemice,9,9,45000,45000
MAŁOPOLSKIE,suski,Stryszawa,malopolskie,suski,stryszawa,9,7,45000,35000
MAŁOPOLSKIE,tarnowski,Lisia Góra,malopolskie,tarnowski,lisia_gora,9,9,45000,45000
OPOLSKIE,głubczycki,Branice,opolskie,glubczycki,branice,9,9,45000,45000
OPOLSKIE,kędzierzyńsko-kozielski,Bierawa,opolskie,kedzierzynsko_kozielski,bierawa,9,9,45000,45000
OPOLSKIE,kędzierzyńsko-kozielski,Cisek,opolskie,kedzierzynsko_kozielski,cisek,9,9,45000,45000
OPOLSKIE,nyski,Otmuchów,opolskie,nyski,otmuchow,9,9,45000,45000
OPOLSKIE,prudnicki,Głogówek,opolskie,prudnicki,glogowek,9,9,45000,45000
OPOLSKIE,prudnicki,Lubrza,opolskie,prudnicki,lubrza,9,9,45000,45000
PODKARPACKIE,jarosławski,Wiązownica,podkarpackie,jaroslawski,wiazownica,9,9,45000,45000
PODKARPACKIE,krośnieński,Dukla,podkarpackie,krosnienski,dukla,9,9,45000,45000
PODKARPACKIE,niżański,Harasiuki,podkarpackie,nizanski,harasiuki,9,9,45000,45000
PODKARPACKIE,niżański,Krzeszów,podkarpackie,nizanski,krzeszow,9,9,45000,45000
PODKARPACKIE,niżański,Ulanów,podkarpackie,nizanski,ulanow,9,9,45000,45000
PODKARPACKIE,przeworski,Sieniawa,podkarpackie,przeworski,sieniawa,9,9,45000,45000
PODKARPACKIE,przeworski,Zarzecze,podkarpackie,przeworski,zarzecze,9,9,45000,45000
PODKARPACKIE,ropczycko-sędziszowski,Iwierzyce,podkarpackie,ropczycko_sedziszowski,iwierzyce,9,6,45000,30000
PODLASKIE,augustowski,Sztabin,podlaskie,augustowski,sztabin,9,9,45000,45000
PODLASKIE,grajewski,Szczuczyn,podlaskie,grajewski,szczuczyn,9,9,45000,45000
PODLASKIE,sokólski,Dąbrowa Białostocka,podlaskie,sokolski,dabrowa_bialostocka,9,9,45000,45000
PODLASKIE,sokólski,Sokółka,podlaskie,sokolski,sokolka,9,9,45000,45000
PODLASKIE,wysokomazowiecki,Nowe Piekuty,podlaskie,wysokomazowiecki,nowe_piekuty,9,9,45000,45000
PODLASKIE,wysokomazowiecki,Szepietowo,podlaskie,wysokomazowiecki,szepietowo,9,9,45000,45000
PODLASKIE,zambrowski,Szumowo,podlaskie,zambrowski,szumowo,9,9,45000,45000
POMORSKIE,bytowski,Miastko,pomorskie,bytowski,miastko,9,9,45000,45000
POMORSKIE,słupski,Dębnica Kaszubska,pomorskie,slupski,debnica_kaszubska,9,9,45000,45000
POMORSKIE,słupski,Kępice,pomorskie,slupski,kepice,9,9,45000,45000
WARMIŃSKO-MAZURSKIE,braniewski,Braniewo,warminsko_mazurskie,braniewski,braniewo,9,9,45000,45000
WARMIŃSKO-MAZURSKIE,działdowski,Lidzbark,warminsko_mazurskie,dzialdowski,lidzbark,9,9,45000,45000
WARMIŃSKO-MAZURSKIE,elbląski,Młynary,warminsko_mazurskie,elblaski,mlynary,9,8,45000,40000
WARMIŃSKO-MAZURSKIE,piski,Orzysz,warminsko_mazurskie,piski,orzysz,9,8,45000,40000
WIELKOPOLSKIE,czarnkowsko-trzcianecki,Połajewo,wielkopolskie,czarnkowsko_trzcianecki,polajewo,9,9,45000,45000
WIELKOPOLSKIE,gostyński,Pogorzela,wielkopolskie,gostynski,pogorzela,9,9,45000,45000
WIELKOPOLSKIE,kolski,Kościelec,wielkopolskie,kolski,koscielec,9,9,45000,45000
WIELKOPOLSKIE,koniński,Rychwał,wielkopolskie,koninski,rychwal,9,9,45000,45000
WIELKOPOLSKIE,koniński,Skulsk,wielkopolskie,koninski,skulsk,9,9,45000,45000
WIELKOPOLSKIE,koniński,Sompolno,wielkopolskie,koninski,sompolno,9,9,45000,45000
WIELKOPOLSKIE,koniński,Stare Miasto,wielkopolskie,koninski,stare_miasto,9,9,45000,45000
WIELKOPOLSKIE,koniński,Ślesin,wielkopolskie,koninski,slesin,9,8,45000,40000
WIELKOPOLSKIE,krotoszyński,Rozdrażew,wielkopolskie,krotoszynski,rozdrazew,9,9,45000,45000
WIELKOPOLSKIE,leszczyński,Krzemieniewo,wielkopolskie,leszczynski,krzemieniewo,9,9,45000,45000
WIELKOPOLSKIE,nowotomyski,Lwówek,wielkopolskie,nowotomyski,lwowek,9,9,45000,45000
WIELKOPOLSKIE,obornicki,Ryczywół,wielkopolskie,obornicki,ryczywol,9,9,45000,45000
WIELKOPOLSKIE,pleszewski,Czermin,wielkopolskie,pleszewski,czermin,9,7,45000,35000
WIELKOPOLSKIE,pleszewski,Dobrzyca,wielkopolskie,pleszewski,dobrzyca,9,8,45000,40000
WIELKOPOLSKIE,poznański,Komorniki,wielkopolskie,poznanski,komorniki,9,9,45000,45000
WIELKOPOLSKIE,turecki,Tuliszków,wielkopolskie,turecki,tuliszkow,9,9,45000,45000
WIELKOPOLSKIE,średzki,Krzykosy,wielkopolskie,sredzki,krzykosy,9,9,45000,45000
ZACHODNIOPOMORSKIE,goleniowski,Osina,zachodniopomorskie,goleniowski,osina,9,9,45000,45000
ZACHODNIOPOMORSKIE,gryficki,Trzebiatów,zachodniopomorskie,gryficki,trzebiatow,9,9,45000,45000
ŁÓDZKIE,kutnowski,Bedlno,lodzkie,kutnowski,bedlno,9,9,45000,45000
ŁÓDZKIE,piotrkowski,Rozprza,lodzkie,piotrkowski,rozprza,9,9,45000,45000
ŁÓDZKIE,poddębicki,Dalików,lodzkie,poddebicki,dalikow,9,9,45000,45000
ŁÓDZKIE,rawski,Biała Rawska,lodzkie,rawski,biala_rawska,9,9,45000,45000
ŁÓDZKIE,sieradzki,Wróblew,lodzkie,sieradzki,wroblew,9,9,45000,45000
ŚLĄSKIE,gliwicki,Rudziniec,slaskie,gliwicki,rudziniec,9,9,45000,45000
ŚLĄSKIE,kłobucki,Panki,slaskie,klobucki,panki,9,9,45000,45000
ŚLĄSKIE,lubliniecki,Woźniki,slaskie,lubliniecki,wozniki,9,8,45000,40000
ŚLĄSKIE,m. Świętochłowice,Świętochłowice,slaskie,m_swietochlowice,swietochlowice,9,9,45000,45000
ŚLĄSKIE,mikołowski,Orzesze,slaskie,mikolowski,orzesze,9,9,45000,45000
ŚLĄSKIE,zawierciański,Ogrodzieniec,slaskie,zawiercianski,ogrodzieniec,9,9,45000,45000
ŚWIĘTOKRZYSKIE,kielecki,Chęciny,swietokrzyskie,kielecki,checiny,9,9,45000,45000
ŚWIĘTOKRZYSKIE,opatowski,Wojciechowice,swietokrzyskie,opatowski,wojciechowice,9,9,45000,45000
ŚWIĘTOKRZYSKIE,włoszczowski,Secemin,swietokrzyskie,wloszczowski,secemin,9,9,45000,45000
DOLNOŚLĄSKIE,jaworski,Bolków,dolnoslaskie,jaworski,bolkow,8,8,40000,40000
DOLNOŚLĄSKIE,jaworski,Jawor,dolnoslaskie,jaworski,jawor,8,8,40000,40000
DOLNOŚLĄSKIE,m. Wałbrzych,Wałbrzych,dolnoslaskie,m_walbrzych,walbrzych,8,8,40000,40000
DOLNOŚLĄSKIE,trzebnicki,Żmigród,dolnoslaskie,trzebnicki,zmigrod,8,8,40000,40000
KUJAWSKO-POMORSKIE,bydgoski,Białe Błota,kujawsko_pomorskie,bydgoski,biale_blota,8,8,40000,40000
KUJAWSKO-POMORSKIE,chełmiński,Lisewo,kujawsko_pomorskie,chelminski,lisewo,8,8,40000,40000
KUJAWSKO-POMORSKIE,golubsko-dobrzyński,Golub-Dobrzyń,kujawsko_pomorskie,golubsko_dobrzynski,golub_dobrzyn,8,8,40000,40000
KUJAWSKO-POMORSKIE,rypiński,Rypin,kujawsko_pomorskie,rypinski,rypin,8,8,40000,40000
KUJAWSKO-POMORSKIE,toruński,Lubicz,kujawsko_pomorskie,torunski,lubicz,8,8,40000,40000
KUJAWSKO-POMORSKIE,tucholski,Lubiewo,kujawsko_pomorskie,tucholski,lubiewo,8,8,40000,40000
KUJAWSKO-POMORSKIE,wąbrzeski,Dębowa Łąka,kujawsko_pomorskie,wabrzeski,debowa_laka,8,8,40000,40000
KUJAWSKO-POMORSKIE,włocławski,Izbica Kujawska,kujawsko_pomorskie,wloclawski,izbica_kujawska,8,8,40000,40000
KUJAWSKO-POMORSKIE,włocławski,Lubraniec,kujawsko_pomorskie,wloclawski,lubraniec,8,8,40000,40000
LUBELSKIE,bialski,Sosnówka,lubelskie,bialski,sosnowka,8,8,40000,40000
LUBELSKIE,bialski,Tuczna,lubelskie,bialski,tuczna,8,8,40000,40000
LUBELSKIE,biłgorajski,Goraj,lubelskie,bilgorajski,goraj,8,7,40000,35000
LUBELSKIE,chełmski,Białopole,lubelskie,chelmski,bialopole,8,8,40000,40000
LUBELSKIE,chełmski,Wojsławice,lubelskie,chelmski,wojslawice,8,8,40000,40000
LUBELSKIE,hrubieszowski,Mircze,lubelskie,hrubieszowski,mircze,8,8,40000,40000
LUBELSKIE,lubartowski,Firlej,lubelskie,lubartowski,firlej,8,8,40000,40000
LUBELSKIE,lubartowski,Kamionka,lubelskie,lubartowski,kamionka,8,8,40000,40000
LUBELSKIE,lubartowski,Michów,lubelskie,lubartowski,michow,8,8,40000,40000
LUBELSKIE,lubartowski,Uścimów,lubelskie,lubartowski,uscimow,8,8,40000,40000
LUBELSKIE,lubelski,Niedrzwica Duża,lubelskie,lubelski,niedrzwica_duza,8,8,40000,40000
LUBELSKIE,parczewski,Milanów,lubelskie,parczewski,milanow,8,8,40000,40000
LUBELSKIE,tomaszowski,Telatyn,lubelskie,tomaszowski,telatyn,8,8,40000,40000
LUBELSKIE,włodawski,Włodawa,lubelskie,wlodawski,wlodawa,8,8,40000,40000
LUBELSKIE,zamojski,Szczebrzeszyn,lubelskie,zamojski,szczebrzeszyn,8,8,40000,40000
LUBELSKIE,zamojski,Zwierzyniec,lubelskie,zamojski,zwierzyniec,8,8,40000,40000
LUBELSKIE,łukowski,Krzywda,lubelskie,lukowski,krzywda,8,8,40000,40000
LUBELSKIE,świdnicki,Rybczewice,lubelskie,swidnicki,rybczewice,8,8,40000,40000
MAZOWIECKIE,garwoliński,Miastków Kościelny,mazowieckie,garwolinski,miastkow_koscielny,8,8,40000,40000
MAZOWIECKIE,garwoliński,Żelechów,mazowieckie,garwolinski,zelechow,8,8,40000,40000
MAZOWIECKIE,lipski,Solec nad Wisłą,mazowieckie,lipski,solec_nad_wisla,8,8,40000,40000
MAZOWIECKIE,ostrowski,Andrzejewo,mazowieckie,ostrowski,andrzejewo,8,8,40000,40000
MAZOWIECKIE,otwocki,Sobienie-Jeziory,mazowieckie,otwocki,sobienie_jeziory,8,7,40000,35000
MAZOWIECKIE,pułtuski,Obryte,mazowieckie,pultuski,obryte,8,8,40000,40000
MAZOWIECKIE,pułtuski,Pokrzywnica,mazowieckie,pultuski,pokrzywnica,8,8,40000,40000
MAZOWIECKIE,płocki,Radzanowo,mazowieckie,plocki,radzanowo,8,7,40000,35000
MAZOWIECKIE,płocki,Słupno,mazowieckie,plocki,slupno,8,7,40000,35000
MAZOWIECKIE,płoński,Sochocin,mazowieckie,plonski,sochocin,8,8,40000,40000
MAZOWIECKIE,siedlecki,Mordy,mazowieckie,siedlecki,mordy,8,8,40000,40000
MAZOWIECKIE,siedlecki,Wiśniew,mazowieckie,siedlecki,wisniew,8,7,40000,35000
MAZOWIECKIE,siedlecki,Wodynie,mazowieckie,siedlecki,wodynie,8,6,40000,30000
MAZOWIECKIE,sierpecki,Mochowo,mazowieckie,sierpecki,mochowo,8,6,40000,30000
MAZOWIECKIE,sochaczewski,Brochów,mazowieckie,sochaczewski,brochow,8,8,40000,40000
MAZOWIECKIE,sochaczewski,Teresin,mazowieckie,sochaczewski,teresin,8,8,40000,40000
MAZOWIECKIE,warszawski zachodni,Leszno,mazowieckie,warszawski_zachodni,leszno,8,8,40000,40000
MAZOWIECKIE,warszawski zachodni,Stare Babice,mazowieckie,warszawski_zachodni,stare_babice,8,7,40000,35000
MAZOWIECKIE,warszawski zachodni,Łomianki,mazowieckie,warszawski_zachodni,lomianki,8,8,40000,40000
MAZOWIECKIE,zwoleński,Policzna,mazowieckie,zwolenski,policzna,8,8,40000,40000
MAZOWIECKIE,łosicki,Sarnaki,mazowieckie,losicki,sarnaki,8,8,40000,40000
MAZOWIECKIE,żuromiński,Żuromin,mazowieckie,zurominski,zuromin,8,8,40000,40000
MAZOWIECKIE,żyrardowski,Żyrardów,mazowieckie,zyrardowski,zyrardow,8,8,40000,40000
MAŁOPOLSKIE,krakowski,Jerzmanowice-Przeginia,malopolskie,krakowski,jerzmanowice_przeginia,8,7,40000,35000
MAŁOPOLSKIE,limanowski,Limanowa,malopolskie,limanowski,limanowa,8,8,40000,40000
MAŁOPOLSKIE,m. Tarnów,Tarnów,malopolskie,m_tarnow,tarnow,8,8,40000,40000
MAŁOPOLSKIE,miechowski,Słaboszów,malopolskie,miechowski,slaboszow,8,8,40000,40000
MAŁOPOLSKIE,myślenicki,Raciechowice,malopolskie,myslenicki,raciechowice,8,8,40000,40000
MAŁOPOLSKIE,nowosądecki,Podegrodzie,malopolskie,nowosadecki,podegrodzie,8,8,40000,40000
MAŁOPOLSKIE,oświęcimski,Kęty,malopolskie,oswiecimski,kety,8,8,40000,40000
MAŁOPOLSKIE,tarnowski,Tuchów,malopolskie,tarnowski,tuchow,8,8,40000,40000
MAŁOPOLSKIE,tarnowski,Wietrzychowice,malopolskie,tarnowski,wietrzychowice,8,8,40000,40000
MAŁOPOLSKIE,tarnowski,Zakliczyn,malopolskie,tarnowski,zakliczyn,8,8,40000,40000
OPOLSKIE,głubczycki,Kietrz,opolskie,glubczycki,kietrz,8,8,40000,40000
OPOLSKIE,kluczborski,Wołczyn,opolskie,kluczborski,wolczyn,8,8,40000,40000
OPOLSKIE,opolski,Ozimek,opolskie,opolski,ozimek,8,6,40000,30000
PODKARPACKIE,brzozowski,Nozdrzec,podkarpackie,brzozowski,nozdrzec,8,8,40000,40000
PODKARPACKIE,jarosławski,Laszki,podkarpackie,jaroslawski,laszki,8,7,40000,35000
PODKARPACKIE,jasielski,Osiek Jasielski,podkarpackie,jasielski,osiek_jasielski,8,8,40000,40000
PODKARPACKIE,kolbuszowski,Kolbuszowa,podkarpackie,kolbuszowski,kolbuszowa,8,8,40000,40000
PODKARPACKIE,krośnieński,Wojaszówka,podkarpackie,krosnienski,wojaszowka,8,8,40000,40000
PODKARPACKIE,leski,Olszanica,podkarpackie,leski,olszanica,8,6,40000,30000
PODKARPACKIE,niżański,Jeżowe,podkarpackie,nizanski,jezowe,8,8,40000,40000
PODKARPACKIE,tarnobrzeski,Grębów,podkarpackie,tarnobrzeski,grebow,8,8,40000,40000
PODLASKIE,kolneński,Kolno,podlaskie,kolnenski,kolno,8,7,40000,35000
PODLASKIE,moniecki,Mońki,podlaskie,moniecki,monki,8,8,40000,40000
PODLASKIE,siemiatycki,Drohiczyn,podlaskie,siemiatycki,drohiczyn,8,8,40000,40000
PODLASKIE,wysokomazowiecki,Ciechanowiec,podlaskie,wysokomazowiecki,ciechanowiec,8,8,40000,40000
POMORSKIE,bytowski,Lipnica,pomorskie,bytowski,lipnica,8,8,40000,40000
POMORSKIE,kościerski,Stara Kiszewa,pomorskie,koscierski,stara_kiszewa,8,8,40000,40000
POMORSKIE,kwidzyński,Prabuty,pomorskie,kwidzynski,prabuty,8,8,40000,40000
POMORSKIE,lęborski,Lębork,pomorskie,leborski,lebork,8,8,40000,40000
POMORSKIE,pucki,Krokowa,pomorskie,pucki,krokowa,8,8,40000,40000
WARMIŃSKO-MAZURSKIE,działdowski,Rybno,warminsko_mazurskie,dzialdowski,rybno,8,8,40000,40000
WARMIŃSKO-MAZURSKIE,nidzicki,Nidzica,warminsko_mazurskie,nidzicki,nidzica,8,8,40000,40000
WARMIŃSKO-MAZURSKIE,węgorzewski,Węgorzewo,warminsko_mazurskie,wegorzewski,wegorzewo,8,8,40000,40000
WIELKOPOLSKIE,leszczyński,Lipno,wielkopolskie,leszczynski,lipno,8,8,40000,40000
WIELKOPOLSKIE,leszczyński,Osieczna,wielkopolskie,leszczynski,osieczna,8,8,40000,40000
WIELKOPOLSKIE,międzychodzki,Sieraków,wielkopolskie,miedzychodzki,sierakow,8,8,40000,40000
WIELKOPOLSKIE,nowotomyski,Kuślin,wielkopolskie,nowotomyski,kuslin,8,8,40000,40000
WIELKOPOLSKIE,ostrowski,Sośnie,wielkopolskie,ostrowski,sosnie,8,8,40000,40000
WIELKOPOLSKIE,ostrzeszowski,Kobyla Góra,wielkopolskie,ostrzeszowski,kobyla_gora,8,8,40000,40000
WIELKOPOLSKIE,ostrzeszowski,Ostrzeszów,wielkopolskie,ostrzeszowski,ostrzeszow,8,8,40000,40000
WIELKOPOLSKIE,pleszewski,Gizałki,wielkopolskie,pleszewski,gizalki,8,7,40000,35000
WIELKOPOLSKIE,pleszewski,Gołuchów,wielkopolskie,pleszewski,goluchow,8,8,40000,40000
WIELKOPOLSKIE,poznański,Pobiedziska,wielkopolskie,poznanski,pobiedziska,8,8,40000,40000
WIELKOPOLSKIE,słupecki,Lądek,wielkopolskie,slupecki,ladek,8,8,40000,40000
WIELKOPOLSKIE,słupecki,Strzałkowo,wielkopolskie,slupecki,strzalkowo,8,8,40000,40000
WIELKOPOLSKIE,średzki,Środa Wielkopolska,wielkopolskie,sredzki,sroda_wielkopolska,8,8,40000,40000
ZACHODNIOPOMORSKIE,koszaliński,Bobolice,zachodniopomorskie,koszalinski,bobolice,8,8,40000,40000
ZACHODNIOPOMORSKIE,policki,Kołbaskowo,zachodniopomorskie,policki,kolbaskowo,8,8,40000,40000
ŁÓDZKIE,pabianicki,Lutomiersk,lodzkie,pabianicki,lutomiersk,8,8,40000,40000
ŁÓDZKIE,poddębicki,Pęczniew,lodzkie,poddebicki,peczniew,8,8,40000,40000
ŁÓDZKIE,poddębicki,Wartkowice,lodzkie,poddebicki,wartkowice,8,8,40000,40000
ŁÓDZKIE,poddębicki,Zadzim,lodzkie,poddebicki,zadzim,8,8,40000,40000
ŁÓDZKIE,radomszczański,Wielgomłyny,lodzkie,radomszczanski,wielgomlyny,8,8,40000,40000
ŁÓDZKIE,sieradzki,Goszczanów,lodzkie,sieradzki,goszczanow,8,8,40000,40000
ŁÓDZKIE,skierniewicki,Głuchów,lodzkie,skierniewicki,gluchow,8,8,40000,40000
ŁÓDZKIE,wieluński,Pątnów,lodzkie,wielunski,patnow,8,8,40000,40000
ŁÓDZKIE,wieluński,Wieluń,lodzkie,wielunski,wielun,8,7,40000,35000
ŚLĄSKIE,częstochowski,Koniecpol,slaskie,czestochowski,koniecpol,8,8,40000,40000
ŚLĄSKIE,kłobucki,Lipie,slaskie,klobucki,lipie,8,8,40000,40000
ŚLĄSKIE,m. Siemianowice Śląskie,Siemianowice Śląskie,slaskie,m_siemianowice_slaskie,siemianowice_slaskie,8,8,40000,40000
ŚLĄSKIE,myszkowski,Myszków,slaskie,myszkowski,myszkow,8,8,40000,40000
ŚLĄSKIE,wodzisławski,Gorzyce,slaskie,wodzislawski,gorzyce,8,6,40000,30000
ŚLĄSKIE,wodzisławski,Lubomia,slaskie,wodzislawski,lubomia,8,5,40000,25000
ŚWIĘTOKRZYSKIE,buski,Tuczępy,swietokrzyskie,buski,tuczepy,8,8,40000,40000
ŚWIĘTOKRZYSKIE,buski,Wiślica,swietokrzyskie,buski,wislica,8,8,40000,40000
ŚWIĘTOKRZYSKIE,jędrzejowski,Sobków,swietokrzyskie,jedrzejowski,sobkow,8,8,40000,40000
ŚWIĘTOKRZYSKIE,kazimierski,Bejsce,swietokrzyskie,kazimierski,bejsce,8,8,40000,40000
ŚWIĘTOKRZYSKIE,kielecki,Daleszyce,swietokrzyskie,kielecki,daleszyce,8,7,40000,35000
ŚWIĘTOKRZYSKIE,opatowski,Iwaniska,swietokrzyskie,opatowski,iwaniska,8,8,40000,40000
ŚWIĘTOKRZYSKIE,ostrowiecki,Kunów,swietokrzyskie,ostrowiecki,kunow,8,8,40000,40000
ŚWIĘTOKRZYSKIE,ostrowiecki,Ćmielów,swietokrzyskie,ostrowiecki,cmielow,8,8,40000,40000
ŚWIĘTOKRZYSKIE,pińczowski,Michałów,swietokrzyskie,pinczowski,michalow,8,8,40000,40000
ŚWIĘTOKRZYSKIE,pińczowski,Złota,swietokrzyskie,pinczowski,zlota,8,8,40000,40000
ŚWIĘTOKRZYSKIE,sandomierski,Wilczyce,swietokrzyskie,sandomierski,wilczyce,8,8,40000,40000
ŚWIĘTOKRZYSKIE,sandomierski,Zawichost,swietokrzyskie,sandomierski,zawichost,8,8,40000,40000
ŚWIĘTOKRZYSKIE,staszowski,Szydłów,swietokrzyskie,staszowski,szydlow,8,8,40000,40000
ŚWIĘTOKRZYSKIE,włoszczowski,Moskorzew,swietokrzyskie,wloszczowski,moskorzew,8,8,40000,40000
DOLNOŚLĄSKIE,karkonoski,Piechowice,dolnoslaskie,karkonoski,piechowice,7,7,35000,35000
DOLNOŚLĄSKIE,legnicki,Chojnów,dolnoslaskie,legnicki,chojnow,7,7,35000,35000
DOLNOŚLĄSKIE,lubański,Leśna,dolnoslaskie,lubanski,lesna,7,6,35000,30000
DOLNOŚLĄSKIE,milicki,Milicz,dolnoslaskie,milicki,milicz,7,7,35000,35000
DOLNOŚLĄSKIE,oleśnicki,Dziadowa Kłoda,dolnoslaskie,olesnicki,dziadowa_kloda,7,7,35000,35000
DOLNOŚLĄSKIE,strzeliński,Przeworno,dolnoslaskie,strzelinski,przeworno,7,7,35000,35000
DOLNOŚLĄSKIE,wrocławski,Długołęka,dolnoslaskie,wroclawski,dlugoleka,7,3,35000,15000
DOLNOŚLĄSKIE,zgorzelecki,Sulików,dolnoslaskie,zgorzelecki,sulikow,7,7,35000,35000
DOLNOŚLĄSKIE,ząbkowicki,Stoszowice,dolnoslaskie,zabkowicki,stoszowice,7,7,35000,35000
DOLNOŚLĄSKIE,złotoryjski,Świerzawa,dolnoslaskie,zlotoryjski,swierzawa,7,7,35000,35000
DOLNOŚLĄSKIE,średzki,Udanin,dolnoslaskie,sredzki,udanin,7,7,35000,35000
DOLNOŚLĄSKIE,świdnicki,Żarów,dolnoslaskie,swidnicki,zarow,7,7,35000,35000
KUJAWSKO-POMORSKIE,brodnicki,Bobrowo,kujawsko_pomorskie,brodnicki,bobrowo,7,7,35000,35000
KUJAWSKO-POMORSKIE,nakielski,Nakło nad Notecią,kujawsko_pomorskie,nakielski,naklo_nad_notecia,7,7,35000,35000
KUJAWSKO-POMORSKIE,rypiński,Rogowo,kujawsko_pomorskie,rypinski,rogowo,7,7,35000,35000
KUJAWSKO-POMORSKIE,toruński,Czernikowo,kujawsko_pomorskie,torunski,czernikowo,7,6,35000,30000
KUJAWSKO-POMORSKIE,toruński,Łubianka,kujawsko_pomorskie,torunski,lubianka,7,7,35000,35000
KUJAWSKO-POMORSKIE,tucholski,Gostycyn,kujawsko_pomorskie,tucholski,gostycyn,7,7,35000,35000
KUJAWSKO-POMORSKIE,tucholski,Tuchola,kujawsko_pomorskie,tucholski,tuchola,7,7,35000,35000
KUJAWSKO-POMORSKIE,włocławski,Chodecz,kujawsko_pomorskie,wloclawski,chodecz,7,7,35000,35000
LUBELSKIE,bialski,Piszczac,lubelskie,bialski,piszczac,7,7,35000,35000
LUBELSKIE,bialski,Rokitno,lubelskie,bialski,rokitno,7,7,35000,35000
LUBELSKIE,bialski,Terespol,lubelskie,bialski,terespol,7,7,35000,35000
LUBELSKIE,bialski,Zalesie,lubelskie,bialski,zalesie,7,6,35000,30000
LUBELSKIE,bialski,Łomazy,lubelskie,bialski,lomazy,7,7,35000,35000
LUBELSKIE,chełmski,Chełm,lubelskie,chelmski,chelm,7,7,35000,35000
LUBELSKIE,hrubieszowski,Trzeszczany,lubelskie,hrubieszowski,trzeszczany,7,7,35000,35000
LUBELSKIE,hrubieszowski,Uchanie,lubelskie,hrubieszowski,uchanie,7,7,35000,35000
LUBELSKIE,janowski,Batorz,lubelskie,janowski,batorz,7,7,35000,35000
LUBELSKIE,krasnostawski,Kraśniczyn,lubelskie,krasnostawski,krasniczyn,7,7,35000,35000
LUBELSKIE,krasnostawski,Łopiennik Górny,lubelskie,krasnostawski,lopiennik_gorny,7,7,35000,35000
LUBELSKIE,kraśnicki,Kraśnik,lubelskie,krasnicki,krasnik,7,7,35000,35000
LUBELSKIE,kraśnicki,Urzędów,lubelskie,krasnicki,urzedow,7,7,35000,35000
LUBELSKIE,lubelski,Jastków,lubelskie,lubelski,jastkow,7,7,35000,35000
LUBELSKIE,opolski,Chodel,lubelskie,opolski,chodel,7,7,35000,35000
LUBELSKIE,parczewski,Parczew,lubelskie,parczewski,parczew,7,7,35000,35000
LUBELSKIE,puławski,Kazimierz Dolny,lubelskie,pulawski,kazimierz_dolny,7,7,35000,35000
LUBELSKIE,rycki,Stężyca,lubelskie,rycki,stezyca,7,7,35000,35000
LUBELSKIE,tomaszowski,Jarczów,lubelskie,tomaszowski,jarczow,7,7,35000,35000
LUBELSKIE,tomaszowski,Krynice,lubelskie,tomaszowski,krynice,7,7,35000,35000
LUBELSKIE,zamojski,Sułów,lubelskie,zamojski,sulow,7,7,35000,35000
LUBELSKIE,zamojski,Łabunie,lubelskie,zamojski,labunie,7,7,35000,35000
LUBELSKIE,łukowski,Stoczek Łukowski,lubelskie,lukowski,stoczek_lukowski,7,7,35000,35000
LUBELSKIE,łukowski,Trzebieszów,lubelskie,lukowski,trzebieszow,7,7,35000,35000
LUBELSKIE,świdnicki,Mełgiew,lubelskie,swidnicki,melgiew,7,7,35000,35000
LUBELSKIE,świdnicki,Trawniki,lubelskie,swidnicki,trawniki,7,7,35000,35000
LUBUSKIE,gorzowski,Deszczno,lubuskie,gorzowski,deszczno,7,7,35000,35000
LUBUSKIE,nowosolski,Nowe Miasteczko,lubuskie,nowosolski,nowe_miasteczko,7,7,35000,35000
LUBUSKIE,strzelecko-drezdenecki,Stare Kurowo,lubuskie,strzelecko_drezdenecki,stare_kurowo,7,7,35000,35000
LUBUSKIE,żarski,Lubsko,lubuskie,zarski,lubsko,7,7,35000,35000
MAZOWIECKIE,Warszawa,Wesoła,mazowieckie,warszawa,wesola,7,7,35000,35000
MAZOWIECKIE,białobrzeski,Radzanów,mazowieckie,bialobrzeski,radzanow,7,7,35000,35000
